,0,1,2,3
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,81.12244257188121,82.68515143863114,81.12244257188121,82.75053594810598
15,82.24925693057003,83.84745085674051,82.06117407988897,83.89711031258112
16,83.41082101374349,85.04677433394066,83.20297167771568,85.06863917762855
17,84.5808153278034,86.25275182016297,84.3629986890081,86.17616336955118
18,85.58548114806396,87.35798880024504,85.43013368040815,85.58548114806396
19,0.0,0.0,0.0,0.0
20,93.36553274378225,93.29925577586675,93.36553274378225,95.20667064206233
21,94.73925908553129,94.58913170563426,94.33812118725702,96.62224879645026
22,96.18555561209192,95.93610542582049,95.74256590117392,98.09067014861964
23,97.65995218089381,97.29872102127032,97.19483764436627,99.58702688665952
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,82.02827843734826,83.40326889886418,82.15097677855451,83.81455521419983
28,83.16213553090321,84.64765765576266,83.09675189298525,85.00593818712821
29,84.33539163078768,85.97431920307568,84.28573244631141,86.22514476194256
30,85.5268362634448,87.40663731745363,85.50497147333424,87.4546913832817
31,86.54391475839077,88.68691241938434,86.62050320415581,86.87642219000264
32,0.0,0.0,0.0,0.0
33,93.96288617431418,92.15066844261756,92.45660920639288,94.21389669269143
34,95.33006359011745,93.42853543775449,93.42264872394045,95.52360311476403
35,96.76273350622155,94.73948816554059,94.7296164154079,96.8666168831256
36,98.22183602842247,96.06727132116745,96.0672713056236,98.22183602854903
37,99.58702688681929,97.19483764695617,97.29872102143013,97.65995218118017
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,82.93573431391748,82.52173577812447,82.74802151668705,84.4866400766949
41,84.08418462474897,83.25977508332045,83.6729005212858,85.77277138151324
42,85.23632691658426,83.2678784259427,84.87804719928423,87.13799276070365
43,86.55982893205594,86.01919642762154,86.3090036229741,88.62623814728445
44,87.82036674546325,87.55016876176299,87.77231272196016,90.06379395703065
45,89.69151896810882,89.69151896810882,89.25858193435732,91.5195225372058
46,92.9126302267428,90.89464785972584,90.77868589559819,92.91851694055686
47,94.21145766203011,92.15426341648896,92.14822941205803,94.2213294121628
48,95.53606743019665,93.44100254609226,93.44099975319413,95.5360674457405
49,96.86661690275176,94.72961674662145,94.7394881851674,96.76273352827782
50,98.090670151688,95.74256593308341,95.9361054443065,96.18555561746399
51,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
53,83.29183586011703,81.37224599199651,81.62554611322793,82.87871042215168
54,84.38446384760717,81.07025643243932,82.41956291466138,82.77429507426564
55,84.76873497044326,65.20549143976143,82.25573989402372,84.47892777509068
56,87.17844247229114,83.88616738834558,83.30832882010628,86.956298512094
57,88.61605915138587,86.04223896802641,86.00901763906954,86.64337098986971
58,0.0,0.0,0.0,0.0
59,91.65990515417195,89.69508688139791,89.94786355084557,91.66593915860288
60,92.92613284012737,90.90226668142766,90.90226375930791,92.92613563302552
61,94.22133293855069,92.14828904904816,92.15426694288043,94.21146150000475
62,95.5236035081827,93.42265231038812,93.42853860853546,95.33006399695961
63,96.62224883302568,94.33812142473516,94.58913205136949,94.73925914864509
64,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0
66,82.06292273030314,80.36961780171228,80.36961780171228,80.71361624808108
67,81.5881704555105,79.09370278444338,80.18971006785286,64.64592200124822
68,77.22287306403409,-8.978299729248466,75.62683710433396,77.9087116322734
69,84.32810469270748,81.89232691975924,65.16267018697926,84.46932602166436
70,86.8140212269093,84.98888914221382,83.8518907207632,84.98888914221384
71,0.0,0.0,0.0,0.0
72,90.43768286596605,88.74490619649956,88.74490619649956,90.4376857880858
73,91.6659428481548,89.94787016253183,89.69509057096255,91.65996495432255
74,92.91858778728022,90.77983388686143,90.89471883568667,92.91270148913287
75,94.21390074392058,92.45661615462468,92.1507282929658,93.96289011728624
76,95.20667089879598,93.36553317488602,93.29925921222474,93.36553317488602
77,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0
81,74.91586770897736,74.91586770897736,74.91586770897736,74.91586770897736
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0
87,91.52088609459506,89.27859253882245,89.69390635398248,89.69390635398248
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0
92,73.79416488481287,75.36444359796086,73.79416488481287,75.1589614508399
93,74.39406699864999,76.17852946114222,74.46933161831643,72.17191769651996
94,-9.783691785763919,72.45528834189838,70.53700938027885,72.46367500467063
95,76.7892487783455,78.61118993213469,72.6404184244282,78.54289927967264
96,78.204522534329,79.91630293741395,77.8908735016361,78.204522534329
97,0.0,0.0,0.0,0.0
98,85.60855984401904,85.45402755514839,85.60855984401904,87.38123810245435
99,86.89976818067981,86.64575148955808,86.56708992265135,88.71037731726084
100,90.08740905526928,87.8469548359,87.86148610362058,87.86149537220992
101,86.89978915215649,86.64587552789793,88.71038902006984,86.56716726580714
102,85.6086990953871,85.45513838498451,87.38132098177185,85.6086990953871
103,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0
105,74.7287791355468,76.37704334231523,74.85899666300132,76.4379769783726
106,75.5714234321796,77.52253028729403,75.77690586582605,77.48970239379912
107,72.62982940913315,78.50510298973617,76.63644279297088,78.60060091683962
108,77.9770990464332,79.99239232868636,77.9687125463195,80.00252848221105
109,79.16369762270843,81.16855049033005,79.23198825418773,79.43547755830511
110,0.0,0.0,0.0,0.0
111,86.1983691002628,84.36933388396136,84.6038368109853,86.27703066716953
112,87.48055826287032,85.53885557797628,85.553347715998,87.46602699514973
113,88.69202975705757,86.50908575426497,86.62740392947758,86.62751626488566
114,87.48070010056963,85.54006276487037,87.4661595642639,85.55451750378228
115,86.19963202474607,84.3884725177847,86.27834028683394,84.60607131429074
116,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0
118,75.69996999518838,75.8982843898297,75.77799576467069,77.44559441665633
119,76.77339071398396,76.98303539976905,76.7124575044389,78.64205091074925
120,77.85827064571403,78.10057427685537,77.89109904089047,79.8819504280809
121,79.2191900925094,79.24511599716524,79.12369227363831,81.15575232865172
122,80.38526717114925,80.38742259993941,80.37513102710001,82.44768285796815
123,82.02361302107742,82.02361302107742,81.69427016942791,83.77261070675954
124,85.07185020415228,83.19128044928955,83.08834959550757,85.05735806613056
125,86.25873251336775,84.33242480110299,84.35103573086307,86.14041433815513
126,87.33116662758536,85.20134953355492,85.40399521058303,85.40506982819181
127,86.26008935387026,84.33552770242397,86.14165884326671,84.37022158482104
128,85.09450342258259,83.22970157593204,85.08004868367536,83.43690462601204
129,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0
131,76.41780363924235,75.01358702843241,75.09808502276293,76.68838153457251
132,77.57776034524149,76.06967035280417,76.03045419930953,77.78723558120642
133,78.78511684229554,77.15448197342035,77.12610268357095,78.90654056582247
134,80.02297184823212,78.25248867742394,78.24159613207135,80.0352634210715
135,81.17127205195709,79.181882013456,79.26063585793494,79.44035464557786
136,0.0,0.0,0.0,0.0
137,83.90257390732798,82.0703269487163,82.2565070791749,83.88396297756788
138,85.04835155583838,83.15237673051857,83.18227393985488,84.84570587881026
139,86.00286675967389,83.93717621117044,84.1948772228503,84.19673561883118
140,85.05069801552892,83.15611830103329,84.8469777209254,83.20035090778559
141,83.92379250079435,82.08943523234555,83.88909861840786,82.27658945063084
142,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0
144,75.63338572779527,74.10888171959571,74.10888171959571,75.67260188128992
145,76.70952029714911,75.15844404570971,75.03473040681526,76.73789958699851
146,77.81217632467411,76.23406606670758,76.09461266944552,77.82306887002669
147,78.92029404405388,77.31723808804922,77.16823595962637,78.84154019957492
148,79.93582683502879,78.23735415488846,78.15305225276943,78.23735415488846
149,0.0,0.0,0.0,0.0
150,82.75840707623036,81.13222694470352,81.13222694470352,82.72850986689404
151,83.86482490612464,82.20747179916809,82.05118887827508,83.60712389444478
152,84.72297149076337,82.9892944376458,83.02964234275237,83.03211207087126
153,83.86794324986079,82.21120147533148,83.60838384224645,82.06827986379847
154,82.77839576056613,81.15124154217361,82.73416315382676,81.15124154217361
155,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0
